result	table	_time	device	value
_result	2	2022-01-12 14:05:05.563000+00:00	CL880-0203012	76
_result	2	2022-01-12 14:05:06.562000+00:00	CL880-0203012	77
_result	2	2022-01-12 14:05:07.562000+00:00	CL880-0203012	77
_result	2	2022-01-12 14:05:08.562000+00:00	CL880-0203012	77
_result	2	2022-01-12 14:05:09.562000+00:00	CL880-0203012	77
_result	2	2022-01-12 14:05:10.562000+00:00	CL880-0203012	77
_result	2	2022-01-12 14:05:11.562000+00:00	CL880-0203012	77
_result	2	2022-01-12 14:05:12.562000+00:00	CL880-0203012	77
_result	2	2022-01-12 14:05:13.562000+00:00	CL880-0203012	77
_result	2	2022-01-12 14:05:14.562000+00:00	CL880-0203012	77
_result	2	2022-01-12 14:05:15.582000+00:00	CL880-0203012	77
_result	2	2022-01-12 14:05:16.562000+00:00	CL880-0203012	77
_result	2	2022-01-12 14:05:17.563000+00:00	CL880-0203012	77
_result	2	2022-01-12 14:05:18.602000+00:00	CL880-0203012	77
_result	2	2022-01-12 14:16:30.419000+00:00	CL880-0203012	93
_result	2	2022-01-12 14:16:31.133000+00:00	CL880-0203012	94
_result	2	2022-01-12 14:16:31.506000+00:00	CL880-0203012	94
_result	2	2022-01-12 14:16:31.863000+00:00	CL880-0203012	96
_result	2	2022-01-12 14:16:32.258000+00:00	CL880-0203012	97
_result	2	2022-01-12 14:16:32.644000+00:00	CL880-0203012	98
_result	2	2022-01-12 14:16:33.020000+00:00	CL880-0203012	98
_result	2	2022-01-12 14:16:33.450000+00:00	CL880-0203012	98
_result	2	2022-01-12 14:16:34.001000+00:00	CL880-0203012	98
_result	2	2022-01-12 14:16:34.955000+00:00	CL880-0203012	99
_result	2	2022-01-12 14:16:35.763000+00:00	CL880-0203012	99
_result	2	2022-01-12 14:16:36.576000+00:00	CL880-0203012	99
_result	2	2022-01-12 14:16:37.269000+00:00	CL880-0203012	100
_result	2	2022-01-12 14:16:38.035000+00:00	CL880-0203012	100
_result	2	2022-01-12 14:16:38.667000+00:00	CL880-0203012	100
_result	2	2022-01-12 14:16:39.267000+00:00	CL880-0203012	100
_result	2	2022-01-12 14:16:40.047000+00:00	CL880-0203012	99
_result	2	2022-01-12 14:16:40.782000+00:00	CL880-0203012	99
_result	2	2022-01-12 14:16:41.448000+00:00	CL880-0203012	98
_result	2	2022-01-12 14:16:42.208000+00:00	CL880-0203012	97
_result	2	2022-01-12 14:16:43.120000+00:00	CL880-0203012	97
_result	2	2022-01-12 14:16:44.130000+00:00	CL880-0203012	96
_result	2	2022-01-12 14:16:45.121000+00:00	CL880-0203012	96
_result	2	2022-01-12 14:16:46.135000+00:00	CL880-0203012	96
_result	2	2022-01-12 14:16:47.121000+00:00	CL880-0203012	95
_result	2	2022-01-12 14:16:48.120000+00:00	CL880-0203012	96
_result	2	2022-01-12 14:16:49.120000+00:00	CL880-0203012	96
_result	2	2022-01-12 14:16:50.121000+00:00	CL880-0203012	96
_result	2	2022-01-12 14:16:51.192000+00:00	CL880-0203012	96
_result	2	2022-01-12 14:16:52.120000+00:00	CL880-0203012	96
_result	2	2022-01-12 14:16:53.131000+00:00	CL880-0203012	96
_result	2	2022-01-12 14:16:54.131000+00:00	CL880-0203012	97
_result	2	2022-01-12 14:16:56.411000+00:00	CL880-0203012	98
_result	2	2022-01-12 14:16:57.121000+00:00	CL880-0203012	99
_result	2	2022-01-12 14:16:57.669000+00:00	CL880-0203012	100
_result	2	2022-01-12 14:16:58.400000+00:00	CL880-0203012	100
_result	2	2022-01-12 14:16:59.120000+00:00	CL880-0203012	100
_result	2	2022-01-12 14:17:00.138000+00:00	CL880-0203012	100
_result	2	2022-01-12 14:17:01.129000+00:00	CL880-0203012	99
_result	2	2022-01-12 14:17:02.168000+00:00	CL880-0203012	98
_result	2	2022-01-12 14:17:03.120000+00:00	CL880-0203012	98
_result	2	2022-01-12 14:17:04.120000+00:00	CL880-0203012	98
_result	2	2022-01-12 14:17:05.120000+00:00	CL880-0203012	98
_result	2	2022-01-12 14:17:06.129000+00:00	CL880-0203012	99
_result	2	2022-01-12 14:17:07.160000+00:00	CL880-0203012	99
_result	2	2022-01-12 14:17:08.120000+00:00	CL880-0203012	101
_result	2	2022-01-12 14:17:09.120000+00:00	CL880-0203012	101
_result	2	2022-01-12 14:17:10.128000+00:00	CL880-0203012	102
_result	2	2022-01-12 14:17:11.160000+00:00	CL880-0203012	102
_result	2	2022-01-12 14:17:12.127000+00:00	CL880-0203012	102
_result	2	2022-01-12 14:17:13.127000+00:00	CL880-0203012	102
_result	2	2022-01-12 14:17:14.149000+00:00	CL880-0203012	102
_result	2	2022-01-12 14:17:15.124000+00:00	CL880-0203012	101
_result	2	2022-01-12 14:17:16.127000+00:00	CL880-0203012	100
_result	2	2022-01-12 14:17:17.160000+00:00	CL880-0203012	98
_result	2	2022-01-12 14:17:18.132000+00:00	CL880-0203012	95
_result	2	2022-01-12 14:17:19.155000+00:00	CL880-0203012	92
_result	2	2022-01-12 14:17:20.141000+00:00	CL880-0203012	89
_result	2	2022-01-12 14:17:21.129000+00:00	CL880-0203012	85
_result	2	2022-01-12 14:17:22.123000+00:00	CL880-0203012	84
_result	2	2022-01-12 14:17:23.142000+00:00	CL880-0203012	85
_result	2	2022-01-12 14:17:24.178000+00:00	CL880-0203012	86
_result	2	2022-01-12 14:17:25.120000+00:00	CL880-0203012	86
_result	2	2022-01-12 14:17:26.124000+00:00	CL880-0203012	86
_result	2	2022-01-12 14:17:27.142000+00:00	CL880-0203012	86
_result	2	2022-01-12 14:17:28.172000+00:00	CL880-0203012	86
_result	2	2022-01-12 14:17:29.160000+00:00	CL880-0203012	86
_result	2	2022-01-12 14:17:30.146000+00:00	CL880-0203012	87
_result	2	2022-01-12 14:17:31.163000+00:00	CL880-0203012	87
_result	2	2022-01-12 14:17:32.158000+00:00	CL880-0203012	87
_result	2	2022-01-12 14:17:33.149000+00:00	CL880-0203012	87
_result	2	2022-01-12 14:17:34.164000+00:00	CL880-0203012	87
_result	2	2022-01-12 14:17:35.147000+00:00	CL880-0203012	87
_result	2	2022-01-12 14:17:36.161000+00:00	CL880-0203012	86
_result	2	2022-01-12 14:17:37.193000+00:00	CL880-0203012	86
_result	2	2022-01-12 14:17:38.132000+00:00	CL880-0203012	86
_result	2	2022-01-12 14:17:39.138000+00:00	CL880-0203012	86
_result	2	2022-01-12 14:17:40.176000+00:00	CL880-0203012	86
_result	2	2022-01-12 14:17:41.120000+00:00	CL880-0203012	85
_result	2	2022-01-12 14:17:42.134000+00:00	CL880-0203012	85
_result	2	2022-01-12 14:17:43.133000+00:00	CL880-0203012	84
_result	2	2022-01-12 14:17:44.120000+00:00	CL880-0203012	84
_result	2	2022-01-12 14:17:45.133000+00:00	CL880-0203012	84
_result	2	2022-01-12 14:17:46.120000+00:00	CL880-0203012	84
_result	2	2022-01-12 14:17:47.120000+00:00	CL880-0203012	84
_result	2	2022-01-12 14:17:48.127000+00:00	CL880-0203012	84
_result	2	2022-01-12 14:17:49.120000+00:00	CL880-0203012	84
_result	2	2022-01-12 14:17:50.160000+00:00	CL880-0203012	84
_result	2	2022-01-12 14:17:51.128000+00:00	CL880-0203012	84
_result	2	2022-01-12 14:17:52.128000+00:00	CL880-0203012	85
_result	2	2022-01-12 14:17:53.120000+00:00	CL880-0203012	85
_result	2	2022-01-12 14:17:54.127000+00:00	CL880-0203012	84
_result	2	2022-01-12 14:17:55.131000+00:00	CL880-0203012	84
_result	2	2022-01-12 14:17:56.129000+00:00	CL880-0203012	85
_result	2	2022-01-12 14:17:57.674000+00:00	CL880-0203012	86
_result	2	2022-01-12 14:17:58.353000+00:00	CL880-0203012	87
_result	2	2022-01-12 14:17:59.127000+00:00	CL880-0203012	87
_result	2	2022-01-12 14:18:00.133000+00:00	CL880-0203012	86
